lat,lon,our_class,margin,diesing_class,abslat
-11.0,-122.0,carbonate-ooze,-0.60686255,Calcareous sediment,11.0
-11.0,-121.0,carbonate-ooze,-0.51666665,Calcareous sediment,11.0
-11.0,-120.0,carbonate-ooze,-0.47156858,Calcareous sediment,11.0
-11.0,-119.0,carbonate-ooze,-0.42647052,Calcareous sediment,11.0
-11.0,-118.0,carbonate-ooze,-0.42647052,Calcareous sediment,11.0
-11.0,-117.0,carbonate-ooze,-0.51666665,Calcareous sediment,11.0
-11.0,-116.0,carbonate-ooze,-0.60686255,Calcareous sediment,11.0
-11.0,-115.0,carbonate-ooze,-0.74215674,Calcareous sediment,11.0
-11.0,-114.0,carbonate-ooze,-0.922549,Calcareous sediment,11.0
-11.0,-113.0,carbonate-ooze,-1.0127449,Calcareous sediment,11.0
-11.0,-112.0,carbonate-ooze,-1.1480391,Calcareous sediment,11.0
-11.0,-111.0,carbonate-ooze,-1.2833333,Calcareous sediment,11.0
-11.0,-110.0,carbonate-ooze,-1.2833333,Calcareous sediment,11.0
-11.0,-109.0,carbonate-ooze,-1.057843,Calcareous sediment,11.0
-11.0,-108.0,carbonate-ooze,-0.8323529,Calcareous sediment,11.0
-11.0,-107.0,carbonate-ooze,-0.74215674,Calcareous sediment,11.0
-11.0,-106.0,carbonate-ooze,-0.5617647,Calcareous sediment,11.0
-11.0,-105.0,carbonate-ooze,-0.38137245,Calcareous sediment,11.0
-11.0,-104.0,carbonate-ooze,-0.20098019,Calcareous sediment,11.0
-11.0,-103.0,carbonate-ooze,-0.065686226,Calcareous sediment,11.0
-11.0,-102.0,clay,0.024509907,Calcareous sediment,11.0
-11.0,-101.0,carbonate-ooze,-0.110784054,Calcareous sediment,11.0
-11.0,-100.0,carbonate-ooze,-0.110784054,Calcareous sediment,11.0
-11.0,-99.0,carbonate-ooze,-0.20098019,Calcareous sediment,11.0
-11.0,-98.0,carbonate-ooze,-0.33627462,Calcareous sediment,11.0
-11.0,-97.0,carbonate-ooze,-0.42647052,Calcareous sediment,11.0
-11.0,-96.0,carbonate-ooze,-0.5617647,Calcareous sediment,11.0
-11.0,-95.0,carbonate-ooze,-0.74215674,Calcareous sediment,11.0
-11.0,-94.0,carbonate-ooze,-0.6970587,Calcareous sediment,11.0
-11.0,-93.0,carbonate-ooze,-0.51666665,Calcareous sediment,11.0
-11.0,-92.0,carbonate-ooze,-0.33627462,Calcareous sediment,11.0
-11.0,-91.0,carbonate-ooze,-0.24607849,Calcareous sediment,11.0
-11.0,-90.0,carbonate-ooze,-0.15588236,Calcareous sediment,11.0
-11.0,-89.0,carbonate-ooze,-0.15588236,Calcareous sediment,11.0
-11.0,-88.0,carbonate-ooze,-0.110784054,Clay,11.0
-11.0,-87.0,carbonate-ooze,-0.065686226,Clay,11.0
-11.0,-86.0,clay,-0.020587921,Clay,11.0
-11.0,-85.0,clay,0.069607735,Clay,11.0
-11.0,-84.0,clay,0.15980387,Clay,11.0
-11.0,-83.0,clay,0.20490217,Clay,11.0
-11.0,-82.0,clay,0.11470604,Clay,11.0
-11.0,-81.0,clay,0.20490217,Clay,11.0
-11.0,-80.0,clay,0.4754901,Clay,11.0
-11.0,-33.0,carbonate-ooze,-0.26470566,Clay,11.0
-11.0,-32.0,clay,0.005882263,Clay,11.0
-11.0,-31.0,clay,0.23137236,Clay,11.0
-11.0,-30.0,clay,0.3666668,Clay,11.0
-11.0,-29.0,clay,0.45686293,Clay,11.0
-11.0,-28.0,clay,0.45686293,Clay,11.0
-11.0,-27.0,clay,0.50196075,Clay,11.0
-11.0,-26.0,clay,0.5921569,Clay,11.0
-11.0,-25.0,clay,0.54705906,Clay,11.0
-11.0,-24.0,clay,0.41176462,Clay,11.0
-11.0,-23.0,clay,0.27647066,Clay,11.0
-11.0,-22.0,clay,0.1411767,Clay,11.0
-11.0,-21.0,carbonate-ooze,-0.08431387,Clay,11.0
-11.0,-20.0,carbonate-ooze,-0.3549018,Clay,11.0
-11.0,-19.0,carbonate-ooze,-0.670588,Clay,11.0
-11.0,-18.0,carbonate-ooze,-0.76078415,Calcareous sediment,11.0
-11.0,-17.0,carbonate-ooze,-0.9411764,Calcareous sediment,11.0
-11.0,-16.0,carbonate-ooze,-1.2117648,Calcareous sediment,11.0
-11.0,-15.0,carbonate-ooze,-1.5725491,Calcareous sediment,11.0
-11.0,-14.0,carbonate-ooze,-1.9333334,Calcareous sediment,11.0
-11.0,-13.0,carbonate-ooze,-2.1137254,Calcareous sediment,11.0
-11.0,-12.0,carbonate-ooze,-1.7980392,Calcareous sediment,11.0
-11.0,-11.0,carbonate-ooze,-1.4372549,Calcareous sediment,11.0
-11.0,-10.0,carbonate-ooze,-1.0764706,Calcareous sediment,11.0
-11.0,-9.0,carbonate-ooze,-0.8960786,Calcareous sediment,11.0
-11.0,-8.0,carbonate-ooze,-0.76078415,Calcareous sediment,11.0
-11.0,-7.0,carbonate-ooze,-0.76078415,Calcareous sediment,11.0
-11.0,-6.0,carbonate-ooze,-0.670588,Calcareous sediment,11.0
-11.0,-5.0,carbonate-ooze,-0.58039236,Calcareous sediment,11.0
-11.0,-4.0,carbonate-ooze,-0.3549018,Calcareous sediment,11.0
-11.0,-3.0,clay,-0.039215565,Calcareous sediment,11.0
-11.0,-2.0,clay,0.096078396,Calcareous sediment,11.0
-11.0,-1.0,clay,0.096078396,Calcareous sediment,11.0
-11.0,0.0,clay,0.41176462,Clay,11.0
-11.0,1.0,clay,0.5921569,Clay,11.0
-11.0,2.0,clay,0.5921569,Clay,11.0
-11.0,3.0,clay,0.5921569,Clay,11.0
-11.0,4.0,clay,0.5921569,Clay,11.0
-11.0,5.0,clay,0.50196075,Clay,11.0
-11.0,6.0,clay,0.3215685,Calcareous sediment,11.0
-11.0,7.0,clay,0.1411767,Calcareous sediment,11.0
-11.0,8.0,carbonate-ooze,-0.1294117,Calcareous sediment,11.0
-11.0,9.0,carbonate-ooze,-0.4000001,Calcareous sediment,11.0
-11.0,10.0,carbonate-ooze,-0.8509803,Calcareous sediment,11.0
-11.0,11.0,carbonate-ooze,-1.527451,Calcareous sediment,11.0
-11.0,42.0,carbonate-ooze,-1.819608,Calcareous sediment,11.0
-11.0,43.0,carbonate-ooze,-1.4588237,Calcareous sediment,11.0
-11.0,44.0,carbonate-ooze,-1.0980394,Calcareous sediment,11.0
-11.0,45.0,carbonate-ooze,-0.78235316,Calcareous sediment,11.0
-11.0,46.0,carbonate-ooze,-0.64705896,Calcareous sediment,11.0
-11.0,47.0,carbonate-ooze,-0.6019609,Calcareous sediment,11.0
-11.0,48.0,carbonate-ooze,-0.46666694,Calcareous sediment,11.0
-11.0,49.0,carbonate-ooze,-0.78235316,Calcareous sediment,11.0
-11.0,50.0,carbonate-ooze,-1.2333336,Calcareous sediment,11.0
-11.0,51.0,carbonate-ooze,-0.69215703,Calcareous sediment,11.0
-11.0,52.0,carbonate-ooze,0.07450962,Calcareous sediment,11.0
-11.0,53.0,clay,0.34509802,Calcareous sediment,11.0
-11.0,54.0,clay,0.2999997,Calcareous sediment,11.0
-11.0,55.0,carbonate-ooze,-0.015686512,Calcareous sediment,11.0
-11.0,56.0,carbonate-ooze,-0.2411766,Calcareous sediment,11.0
-11.0,57.0,carbonate-ooze,-0.2411766,Calcareous sediment,11.0
-11.0,58.0,carbonate-ooze,-0.2862749,Calcareous sediment,11.0
-11.0,59.0,carbonate-ooze,-0.9627452,Calcareous sediment,11.0
-11.0,60.0,carbonate-ooze,-2.2705884,Calcareous sediment,11.0
-11.0,63.0,carbonate-ooze,-1.639216,Calcareous sediment,11.0
-11.0,64.0,carbonate-ooze,-0.64705896,Calcareous sediment,11.0
-11.0,65.0,carbonate-ooze,-0.55686283,Calcareous sediment,11.0
-11.0,66.0,carbonate-ooze,-1.0078433,Calcareous sediment,11.0
-11.0,67.0,carbonate-ooze,-1.0980394,Calcareous sediment,11.0
-11.0,68.0,carbonate-ooze,-0.7372551,Calcareous sediment,11.0
-11.0,69.0,carbonate-ooze,-0.55686283,Calcareous sediment,11.0
-11.0,70.0,carbonate-ooze,-0.78235316,Calcareous sediment,11.0
-11.0,71.0,carbonate-ooze,-1.0980394,Calcareous sediment,11.0
-11.0,72.0,carbonate-ooze,-0.3764708,Calcareous sediment,11.0
-11.0,73.0,clay,0.43529415,Radiolarian ooze,11.0
-11.0,74.0,clay,0.7509804,Radiolarian ooze,11.0
-11.0,75.0,clay,0.88627434,Radiolarian ooze,11.0
-11.0,76.0,clay,1.0215683,Radiolarian ooze,11.0
-11.0,77.0,clay,1.0666666,Radiolarian ooze,11.0
-11.0,78.0,clay,1.0215683,Radiolarian ooze,11.0
-11.0,79.0,clay,0.9764705,Radiolarian ooze,11.0
-11.0,80.0,clay,0.93137217,Radiolarian ooze,11.0
-11.0,81.0,clay,0.7509804,Radiolarian ooze,11.0
-11.0,82.0,clay,0.8411765,Radiolarian ooze,11.0
-11.0,83.0,clay,0.7960782,Radiolarian ooze,11.0
-11.0,84.0,clay,0.5254898,Radiolarian ooze,11.0
-11.0,85.0,clay,0.66078424,Radiolarian ooze,11.0
-11.0,86.0,clay,0.7509804,Radiolarian ooze,11.0
-11.0,87.0,clay,0.61568594,Radiolarian ooze,11.0
-11.0,88.0,carbonate-ooze,-0.06078434,Radiolarian ooze,11.0
-11.0,89.0,carbonate-ooze,-0.7372551,Calcareous sediment,11.0
-11.0,90.0,clay,0.88627434,Radiolarian ooze,11.0
-11.0,91.0,clay,0.7058821,Radiolarian ooze,11.0
-11.0,92.0,clay,0.88627434,Radiolarian ooze,11.0
-11.0,93.0,clay,1.0215683,Radiolarian ooze,11.0
-11.0,94.0,clay,1.0215683,Radiolarian ooze,11.0
-11.0,95.0,clay,0.8411765,Radiolarian ooze,11.0
-11.0,96.0,clay,0.7058821,Radiolarian ooze,11.0
-11.0,97.0,clay,0.43529415,Radiolarian ooze,11.0
-11.0,98.0,clay,0.5705881,Radiolarian ooze,11.0
-11.0,99.0,clay,0.48039198,Radiolarian ooze,11.0
-11.0,100.0,carbonate-ooze,0.16470575,Radiolarian ooze,11.0
-11.0,101.0,clay,0.66078424,Radiolarian ooze,11.0
-11.0,102.0,clay,0.7509804,Radiolarian ooze,11.0
-11.0,103.0,clay,0.8411765,Radiolarian ooze,11.0
-11.0,104.0,clay,0.34509802,Radiolarian ooze,11.0
-11.0,105.0,carbonate-ooze,0.11960745,Radiolarian ooze,11.0
-11.0,106.0,clay,0.88627434,Radiolarian ooze,11.0
-11.0,107.0,clay,1.2470589,Radiolarian ooze,11.0
-11.0,108.0,clay,1.1568627,Clay,11.0
-11.0,109.0,clay,0.8411765,Clay,11.0
-11.0,110.0,clay,0.8411765,Radiolarian ooze,11.0
-11.0,111.0,clay,0.5705881,Radiolarian ooze,11.0
-11.0,112.0,carbonate-ooze,0.11960745,Clay,11.0
-11.0,113.0,carbonate-ooze,0.029411793,Clay,11.0
-11.0,173.0,carbonate-ooze,-0.7872548,Calcareous sediment,11.0
-11.0,174.0,carbonate-ooze,-0.51666665,Clay,11.0
-11.0,175.0,carbonate-ooze,-0.7872548,Calcareous sediment,11.0
-11.0,176.0,carbonate-ooze,-0.74215674,Clay,11.0
-11.0,177.0,carbonate-ooze,-0.065686226,Clay,11.0
-11.0,178.0,carbonate-ooze,-0.60686255,Clay,11.0
-11.0,179.0,carbonate-ooze,-1.102941,Calcareous sediment,11.0
-10.0,-180.0,carbonate-ooze,-0.60686255,Clay,10.0
-10.0,-179.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-178.0,carbonate-ooze,0.20490217,Clay,10.0
-10.0,-177.0,carbonate-ooze,0.15980387,Clay,10.0
-10.0,-176.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-175.0,carbonate-ooze,-0.20098019,Calcareous sediment,10.0
-10.0,-174.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-173.0,carbonate-ooze,-0.33627462,Calcareous sediment,10.0
-10.0,-172.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-171.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-170.0,clay,0.43039227,Clay,10.0
-10.0,-169.0,clay,0.25,Calcareous sediment,10.0
-10.0,-168.0,carbonate-ooze,-0.24607849,Calcareous sediment,10.0
-10.0,-167.0,carbonate-ooze,-0.47156858,Calcareous sediment,10.0
-10.0,-166.0,carbonate-ooze,-0.51666665,Calcareous sediment,10.0
-10.0,-165.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-164.0,carbonate-ooze,-0.6970587,Calcareous sediment,10.0
-10.0,-163.0,carbonate-ooze,-1.4186273,Calcareous sediment,10.0
-10.0,-162.0,carbonate-ooze,-1.2833333,Calcareous sediment,10.0
-10.0,-161.0,carbonate-ooze,-0.51666665,Calcareous sediment,10.0
-10.0,-160.0,clay,0.4754901,Clay,10.0
-10.0,-159.0,clay,0.9715686,Clay,10.0
-10.0,-158.0,clay,0.92647076,Clay,10.0
-10.0,-157.0,clay,0.92647076,Clay,10.0
-10.0,-156.0,clay,1.0166669,Clay,10.0
-10.0,-155.0,clay,1.0166669,Clay,10.0
-10.0,-154.0,clay,0.88137245,Clay,10.0
-10.0,-153.0,clay,0.5205884,Clay,10.0
-10.0,-152.0,clay,0.43039227,Clay,10.0
-10.0,-151.0,clay,0.43039227,Clay,10.0
-10.0,-150.0,carbonate-ooze,0.11470604,Calcareous sediment,10.0
-10.0,-149.0,clay,0.38529444,Clay,10.0
-10.0,-148.0,clay,0.4754901,Clay,10.0
-10.0,-147.0,clay,0.4754901,Clay,10.0
-10.0,-146.0,clay,0.5656862,Clay,10.0
-10.0,-145.0,clay,0.61078453,Clay,10.0
-10.0,-144.0,clay,0.5205884,Clay,10.0
-10.0,-143.0,clay,0.34019613,Calcareous sediment,10.0
-10.0,-142.0,carbonate-ooze,0.069607735,Calcareous sediment,10.0
-10.0,-141.0,carbonate-ooze,-0.20098019,Calcareous sediment,10.0
-10.0,-140.0,carbonate-ooze,-0.7872548,Calcareous sediment,10.0
-10.0,-139.0,carbonate-ooze,-1.5539215,Calcareous sediment,10.0
-10.0,-138.0,carbonate-ooze,-0.87745094,Calcareous sediment,10.0
-10.0,-137.0,carbonate-ooze,-0.24607849,Calcareous sediment,10.0
-10.0,-136.0,carbonate-ooze,-0.15588236,Calcareous sediment,10.0
-10.0,-135.0,carbonate-ooze,-0.065686226,Calcareous sediment,10.0
-10.0,-134.0,carbonate-ooze,-0.065686226,Calcareous sediment,10.0
-10.0,-133.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-132.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-131.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-130.0,carbonate-ooze,-0.110784054,Calcareous sediment,10.0
-10.0,-129.0,carbonate-ooze,-0.15588236,Calcareous sediment,10.0
-10.0,-128.0,carbonate-ooze,-0.24607849,Calcareous sediment,10.0
-10.0,-127.0,carbonate-ooze,-0.38137245,Calcareous sediment,10.0
-10.0,-126.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-125.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-124.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-123.0,carbonate-ooze,-0.38137245,Calcareous sediment,10.0
-10.0,-122.0,carbonate-ooze,-0.38137245,Calcareous sediment,10.0
-10.0,-121.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-120.0,carbonate-ooze,-0.33627462,Calcareous sediment,10.0
-10.0,-119.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-118.0,carbonate-ooze,-0.15588236,Calcareous sediment,10.0
-10.0,-117.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-116.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-115.0,carbonate-ooze,-0.5617647,Calcareous sediment,10.0
-10.0,-114.0,carbonate-ooze,-0.8323529,Calcareous sediment,10.0
-10.0,-113.0,carbonate-ooze,-0.922549,Calcareous sediment,10.0
-10.0,-112.0,carbonate-ooze,-1.057843,Calcareous sediment,10.0
-10.0,-111.0,carbonate-ooze,-1.2382352,Calcareous sediment,10.0
-10.0,-110.0,carbonate-ooze,-1.3284314,Calcareous sediment,10.0
-10.0,-109.0,carbonate-ooze,-1.1480391,Calcareous sediment,10.0
-10.0,-108.0,carbonate-ooze,-0.9676471,Calcareous sediment,10.0
-10.0,-107.0,carbonate-ooze,-0.7872548,Calcareous sediment,10.0
-10.0,-106.0,carbonate-ooze,-0.6970587,Calcareous sediment,10.0
-10.0,-105.0,carbonate-ooze,-0.51666665,Calcareous sediment,10.0
-10.0,-104.0,carbonate-ooze,-0.33627462,Calcareous sediment,10.0
-10.0,-103.0,carbonate-ooze,-0.020587921,Radiolarian ooze,10.0
-10.0,-102.0,clay,0.069607735,Radiolarian ooze,10.0
-10.0,-101.0,carbonate-ooze,-0.020587921,Clay,10.0
-10.0,-100.0,carbonate-ooze,-0.020587921,Calcareous sediment,10.0
-10.0,-99.0,carbonate-ooze,-0.15588236,Calcareous sediment,10.0
-10.0,-98.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-97.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-96.0,carbonate-ooze,-0.5617647,Calcareous sediment,10.0
-10.0,-95.0,carbonate-ooze,-0.6970587,Calcareous sediment,10.0
-10.0,-94.0,carbonate-ooze,-0.60686255,Calcareous sediment,10.0
-10.0,-93.0,carbonate-ooze,-0.42647052,Calcareous sediment,10.0
-10.0,-92.0,carbonate-ooze,-0.29117632,Calcareous sediment,10.0
-10.0,-91.0,carbonate-ooze,-0.24607849,Calcareous sediment,10.0
-10.0,-90.0,carbonate-ooze,-0.15588236,Calcareous sediment,10.0
-10.0,-89.0,carbonate-ooze,-0.065686226,Clay,10.0
-10.0,-88.0,carbonate-ooze,-0.065686226,Clay,10.0
-10.0,-87.0,carbonate-ooze,-0.020587921,Clay,10.0
-10.0,-86.0,clay,0.024509907,Clay,10.0
-10.0,-85.0,clay,0.11470604,Clay,10.0
-10.0,-84.0,clay,0.11470604,Clay,10.0
-10.0,-83.0,clay,0.11470604,Clay,10.0
-10.0,-82.0,clay,0.20490217,Clay,10.0
-10.0,-81.0,clay,0.4754901,Clay,10.0
-10.0,-33.0,carbonate-ooze,-0.17451,Clay,10.0
-10.0,-32.0,clay,0.050980568,Clay,10.0
-10.0,-31.0,clay,0.1411767,Clay,10.0
-10.0,-30.0,clay,0.23137236,Clay,10.0
-10.0,-29.0,clay,0.27647066,Clay,10.0
-10.0,-28.0,clay,0.50196075,Clay,10.0
-10.0,-27.0,clay,0.6372547,Clay,10.0
-10.0,-26.0,clay,0.682353,Clay,10.0
-10.0,-25.0,clay,0.5921569,Clay,10.0
-10.0,-24.0,clay,0.50196075,Clay,10.0
-10.0,-23.0,clay,0.3666668,Clay,10.0
-10.0,-22.0,clay,0.1411767,Clay,10.0
-10.0,-21.0,carbonate-ooze,-0.30980396,Clay,10.0
-10.0,-20.0,carbonate-ooze,-0.53529406,Clay,10.0
-10.0,-19.0,carbonate-ooze,-0.6254902,Calcareous sediment,10.0
-10.0,-18.0,carbonate-ooze,-0.8509803,Calcareous sediment,10.0
-10.0,-17.0,carbonate-ooze,-0.9862747,Calcareous sediment,10.0
-10.0,-16.0,carbonate-ooze,-1.2568626,Calcareous sediment,10.0
-10.0,-15.0,carbonate-ooze,-1.5725491,Calcareous sediment,10.0
-10.0,-14.0,carbonate-ooze,-2.0686274,Calcareous sediment,10.0
-10.0,-13.0,carbonate-ooze,-2.4294116,Calcareous sediment,10.0
-10.0,-12.0,carbonate-ooze,-2.0235295,Calcareous sediment,10.0
-10.0,-11.0,carbonate-ooze,-1.6176472,Calcareous sediment,10.0
-10.0,-10.0,carbonate-ooze,-1.3470588,Calcareous sediment,10.0
-10.0,-9.0,carbonate-ooze,-1.2117648,Calcareous sediment,10.0
-10.0,-8.0,carbonate-ooze,-0.9411764,Calcareous sediment,10.0
-10.0,-7.0,carbonate-ooze,-0.80588245,Calcareous sediment,10.0
-10.0,-6.0,carbonate-ooze,-0.76078415,Calcareous sediment,10.0
-10.0,-5.0,carbonate-ooze,-0.53529406,Calcareous sediment,10.0
-10.0,-4.0,carbonate-ooze,-0.4000001,Calcareous sediment,10.0
-10.0,-3.0,carbonate-ooze,-0.17451,Calcareous sediment,10.0
-10.0,-2.0,clay,0.050980568,Calcareous sediment,10.0
-10.0,-1.0,clay,0.050980568,Calcareous sediment,10.0
-10.0,0.0,clay,0.18627453,Calcareous sediment,10.0
-10.0,1.0,clay,0.45686293,Clay,10.0
-10.0,2.0,clay,0.6372547,Clay,10.0
-10.0,3.0,clay,0.6372547,Clay,10.0
-10.0,4.0,clay,0.54705906,Calcareous sediment,10.0
-10.0,5.0,clay,0.41176462,Clay,10.0
-10.0,6.0,clay,0.23137236,Calcareous sediment,10.0
-10.0,7.0,carbonate-ooze,0.050980568,Calcareous sediment,10.0
-10.0,8.0,carbonate-ooze,-0.17451,Calcareous sediment,10.0
-10.0,9.0,carbonate-ooze,-0.4000001,Calcareous sediment,10.0
-10.0,10.0,carbonate-ooze,-0.80588245,Calcareous sediment,10.0
-10.0,11.0,carbonate-ooze,-1.8882353,Calcareous sediment,10.0
-10.0,42.0,carbonate-ooze,-1.5490198,Calcareous sediment,10.0
-10.0,43.0,carbonate-ooze,-1.0078433,Calcareous sediment,10.0
-10.0,44.0,carbonate-ooze,-0.69215703,Calcareous sediment,10.0
-10.0,45.0,carbonate-ooze,-0.511765,Calcareous sediment,10.0
-10.0,46.0,carbonate-ooze,-0.55686283,Calcareous sediment,10.0
-10.0,47.0,carbonate-ooze,-0.55686283,Calcareous sediment,10.0
-10.0,48.0,carbonate-ooze,-0.2862749,Calcareous sediment,10.0
-10.0,49.0,carbonate-ooze,-0.06078434,Calcareous sediment,10.0
-10.0,50.0,carbonate-ooze,-1.2333336,Calcareous sediment,10.0
-10.0,51.0,carbonate-ooze,-2.0000002,Calcareous sediment,10.0
-10.0,52.0,carbonate-ooze,-0.42156887,Calcareous sediment,10.0
-10.0,53.0,carbonate-ooze,0.11960745,Calcareous sediment,10.0
-10.0,54.0,carbonate-ooze,-0.015686512,Calcareous sediment,10.0
-10.0,55.0,carbonate-ooze,-0.2862749,Calcareous sediment,10.0
-10.0,56.0,carbonate-ooze,-0.69215703,Calcareous sediment,10.0
-10.0,57.0,carbonate-ooze,-0.55686283,Calcareous sediment,10.0
-10.0,58.0,carbonate-ooze,-0.6019609,Calcareous sediment,10.0
-10.0,59.0,carbonate-ooze,-1.639216,Calcareous sediment,10.0
-10.0,60.0,carbonate-ooze,-3.3078432,Calcareous sediment,10.0
-10.0,62.0,carbonate-ooze,-3.1725492,Calcareous sediment,10.0
-10.0,63.0,carbonate-ooze,-1.5039217,Calcareous sediment,10.0
-10.0,64.0,carbonate-ooze,-0.55686283,Calcareous sediment,10.0
-10.0,65.0,carbonate-ooze,-0.46666694,Calcareous sediment,10.0
-10.0,66.0,carbonate-ooze,-0.7372551,Calcareous sediment,10.0
-10.0,67.0,carbonate-ooze,-1.0078433,Calcareous sediment,10.0
-10.0,68.0,carbonate-ooze,-0.7372551,Calcareous sediment,10.0
-10.0,69.0,carbonate-ooze,-0.55686283,Calcareous sediment,10.0
-10.0,70.0,carbonate-ooze,-0.91764736,Calcareous sediment,10.0
-10.0,71.0,carbonate-ooze,-1.4137256,Calcareous sediment,10.0
-10.0,72.0,carbonate-ooze,-0.91764736,Calcareous sediment,10.0
-10.0,73.0,carbonate-ooze,0.11960745,Radiolarian ooze,10.0
-10.0,74.0,clay,0.7509804,Radiolarian ooze,10.0
-10.0,75.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,76.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,77.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,78.0,clay,1.0666666,Radiolarian ooze,10.0
-10.0,79.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,80.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,81.0,clay,0.7509804,Radiolarian ooze,10.0
-10.0,82.0,clay,0.7960782,Radiolarian ooze,10.0
-10.0,83.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,84.0,clay,0.7058821,Radiolarian ooze,10.0
-10.0,85.0,clay,0.5705881,Radiolarian ooze,10.0
-10.0,86.0,clay,0.61568594,Radiolarian ooze,10.0
-10.0,87.0,clay,0.66078424,Radiolarian ooze,10.0
-10.0,88.0,clay,0.34509802,Radiolarian ooze,10.0
-10.0,89.0,carbonate-ooze,-0.19607878,Radiolarian ooze,10.0
-10.0,90.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,91.0,clay,0.8411765,Radiolarian ooze,10.0
-10.0,92.0,clay,0.93137217,Radiolarian ooze,10.0
-10.0,93.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,94.0,clay,1.0666666,Radiolarian ooze,10.0
-10.0,95.0,clay,0.8411765,Radiolarian ooze,10.0
-10.0,96.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,97.0,clay,0.8411765,Radiolarian ooze,10.0
-10.0,98.0,clay,0.88627434,Radiolarian ooze,10.0
-10.0,99.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,100.0,clay,0.8411765,Radiolarian ooze,10.0
-10.0,101.0,clay,1.0215683,Radiolarian ooze,10.0
-10.0,102.0,clay,1.1568627,Radiolarian ooze,10.0
-10.0,103.0,clay,1.1568627,Radiolarian ooze,10.0
-10.0,104.0,clay,0.93137217,Radiolarian ooze,10.0
-10.0,105.0,clay,0.5254898,Radiolarian ooze,10.0
-10.0,106.0,clay,0.93137217,Radiolarian ooze,10.0
-10.0,107.0,clay,1.5176468,Clay,10.0
-10.0,152.0,carbonate-ooze,-2.6362743,Calcareous sediment,10.0
-10.0,154.0,carbonate-ooze,-1.5088234,Calcareous sediment,10.0
-10.0,155.0,carbonate-ooze,-1.057843,Calcareous sediment,10.0
-10.0,156.0,carbonate-ooze,-0.87745094,Calcareous sediment,10.0
-10.0,171.0,carbonate-ooze,-0.020587921,Clay,10.0
-10.0,172.0,carbonate-ooze,0.20490217,Clay,10.0
-10.0,173.0,clay,0.43039227,Clay,10.0
-10.0,174.0,clay,0.65588236,Clay,10.0
-10.0,175.0,clay,0.61078453,Clay,10.0
-10.0,176.0,clay,0.65588236,Clay,10.0
-10.0,177.0,clay,0.61078453,Clay,10.0
-10.0,178.0,clay,0.43039227,Clay,10.0
-10.0,179.0,carbonate-ooze,0.024509907,Clay,10.0
-9.0,-180.0,clay,0.2950983,Clay,9.0
-9.0,-179.0,clay,0.65588236,Clay,9.0
-9.0,-178.0,clay,0.7911768,Clay,9.0
-9.0,-177.0,clay,0.92647076,Clay,9.0
-9.0,-176.0,clay,0.8362746,Clay,9.0
-9.0,-175.0,clay,0.4754901,Calcareous sediment,9.0
-9.0,-174.0,carbonate-ooze,0.15980387,Calcareous sediment,9.0
-9.0,-173.0,carbonate-ooze,-0.15588236,Clay,9.0
-9.0,-172.0,carbonate-ooze,-0.47156858,Calcareous sediment,9.0
-9.0,-171.0,carbonate-ooze,-0.20098019,Calcareous sediment,9.0
-9.0,-170.0,clay,0.25,Clay,9.0
-9.0,-169.0,clay,0.25,Clay,9.0
-9.0,-168.0,carbonate-ooze,-0.110784054,Calcareous sediment,9.0
-9.0,-167.0,carbonate-ooze,-0.33627462,Calcareous sediment,9.0
-9.0,-166.0,carbonate-ooze,-0.6519606,Calcareous sediment,9.0
-9.0,-165.0,carbonate-ooze,-0.6519606,Calcareous sediment,9.0
